brin;vestnr;samens;llns;nvests;samena1;samena2;samena3;samena4;samena5;samena6;samenb1;samenb2;samenb3;samenb4;samenb5;samenb6;aanbod1;aanbod2;perccat1;klcomb1a;percsam1;klcomb1g;renondb;renonbol;renoncat;blpop;blphond;blpond;klpbov;klphbov;klpop;klphond;klpond;gtpbov;gtphbov;gtpop;gtphond;gtpond;hapbov;haphbov;hapop;haphond;hapond;vwpbov;vwphbov;vwpop;bl1e3e;kl1e3e;gt1e3e;ha1e3e;vw1e3e;BaOnv;KaOnv;GtOnv;HaOnv;VwOnv;BAonvbol;KAonvbol;GTonvbol;HAonvbol;VWonvbol;BAtotcec;KAtotcec;GTtotcec;HAtotcec;VWtotcec;BAtotbol;KAtotbol;GTtotbol;HAtotbol;VWtotbol;BAnedcec;KAnedcec;GTnedcec;HAnedcec;VWnedcec;BAnedbol;KAnedbol;GTnedbol;HAnedbol;VWnedbol;BAmvtcec;KAmvtcec;GTmvtcec;HAmvtcec;VWmvtcec;BAmvtbol;KAmvtbol;GTmvtbol;HAmvtbol;VWmvtbol;BAzaacec;KAzaacec;GTzaacec;HAzaacec;VWzaacec;BAzaabol;KAzaabol;GTzaabol;HAzaabol;VWzaabol;BAecocec;KAecocec;GTecocec;HAecocec;VWecocec;BAecobol;KAecobol;GTecobol;HAecobol;VWecobol;BAexacec;KAexacec;GTexacec;HAexacec;VWexacec;BAexabol;KAexabol;GTexabol;HAexabol;VWexabol;VWklacec;VWklabol;Basectec;Basectlb;Basecttk;Basectzw;Kasectec;Kasectlb;Kasecttk;Kasectzw;HaprofCM;HaprofEM;HaprofNG;HaprofNT;VwprofCM;VwprofEM;VwprofNG;VwprofNT
20AE;0;VMBO, HAVO, VWO;1534 leerlingen;2 vestigingen;1296 leerlingen, waarvan:;- 43% in de eerste twee leerjaren;- 16% VMBO vanaf leerjaar 3;- 23% HAVO vanaf leerjaar 3;- 18% VWO vanaf leerjaar 3; ;205 leerlingen VMBO vanaf leerjaar 3, waarvan:;-  3% basisberoepsgerichte leerweg;- 10% kaderberoepsgerichte leerweg;- 10% gemengde leerweg;- 77% theoretische leerweg; ; ; ;12;VWO;88;VMBO b/VMBO k, VMBO (g)t/HAVO, HAVO/VWO;103,772254539045;3;VMBO-breed/HAVO/VWO; ; ; ; ; ; ; ; ;11;0;45;27;17;25;27;33;10;4;20;23;57; ; ;100;100;97; ;78,2544378698225;72,813743160695;48,1762417482063;52,488033130557; ;2;1;1;3; ;6,86923076923077;5,83296089385475;5,89827586206896;6,30342741935484; ;5;1;1;3; ;6,46923076923077;5,58510638297872;5,55348837209302;6,1484375; ;4;1;1;3; ;8,03846153846154;6,25234375;5,71487603305785;6,04263565891473; ;5;3;2;3; ; ;5,61129032258065;5,56933333333333;6,175; ; ;1;1;3; ; ;5,71176470588235;6,73191489361702;6,7925; ; ;2;3;4; ;6,48461538461539;5,67225433526012;6,11649484536083;6,56493506493507; ;4;1;3;3;5,45384615384615;1; ; ; ; ; ; ;100; ;10;43;39;8;9;40;31;20
20AE;1;VMBO, HAVO, VWO;1534 leerlingen;2 vestigingen;238 leerlingen, waarvan:;- 63% in de eerste twee leerjaren;- 22% VMBO vanaf leerjaar 3;-  9% HAVO vanaf leerjaar 3;-  6% VWO vanaf leerjaar 3; ;52 leerlingen VMBO vanaf leerjaar 3, waarvan:;- 100% theoretische leerweg; ; ; ; ; ; ;0;geen;100;VMBO b/VMBO k, VMBO (g)t/HAVO, HAVO/VWO;104,237288135593;3;VMBO-breed/HAVO/VWO; ; ; ; ; ; ; ; ;17;0;46;17;21;14;33;24;14;14;36;14;50; ; ;100;100;100; ; ;89,5836669101534; ; ; ; ;3; ; ; ; ;6,54234234234235; ; ; ; ;5; ; ; ; ;6,38918918918919; ; ; ; ;4; ; ; ; ;6,69850746268657; ; ; ; ;4; ; ; ; ;6,80416666666667; ; ; ; ;5; ; ; ; ;6,22105263157895; ; ; ; ;3; ; ; ; ;6,476; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
20AI;0;VWO;675 leerlingen;1 vestiging;675 leerlingen, waarvan:;- 39% in de eerste twee leerjaren;- 61% VWO vanaf leerjaar 3; ; ; ; ; ; ; ; ; ; ; ;100;VWO;0;geen;98,0582524271845;3;VWO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;2;98; ; ; ; ;95; ; ; ; ;82,989658292892; ; ; ; ;5; ; ; ; ;6,7362484157161; ; ; ; ;5; ; ; ; ;6,90309278350515; ; ; ; ;5; ; ; ; ;6,97792207792207; ; ; ; ;5; ; ; ; ;6,47941176470588; ; ; ; ;4; ; ; ; ;6,60943396226415; ; ; ; ;3; ; ; ; ;6,78041237113402; ; ; ; ;4;6,178;3; ; ; ; ; ; ; ; ; ; ; ; ;7;24;37;33
20AJ;0;VWO;715 leerlingen;1 vestiging;715 leerlingen, waarvan:;- 42% in de eerste twee leerjaren;- 58% VWO vanaf leerjaar 3; ; ; ; ; ; ; ; ; ; ; ;100;VWO;0;geen;97,6377952755905;3;VWO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;6;94; ; ; ; ;94; ; ; ; ;71,9841233488208; ; ; ; ;4; ; ; ; ;6,5353115727003; ; ; ; ;4; ; ; ; ;6,63176470588236; ; ; ; ;5; ; ; ; ;6,60375939849624; ; ; ; ;5; ; ; ; ;6,23880597014925; ; ; ; ;3; ; ; ; ;6,29512195121951; ; ; ; ;3; ; ; ; ;6,64654377880184; ; ; ; ;4;6,03295454545455;3; ; ; ; ; ; ; ; ; ; ; ; ;15;27;27;31
20AM;0;LWOO, VMBO, HAVO, VWO;1824 leerlingen;1 vestiging;1824 leerlingen, waarvan:;- 42% in de eerste twee leerjaren;- 30% VMBO vanaf leerjaar 3;- 16% HAVO vanaf leerjaar 3;- 12% VWO vanaf leerjaar 3; ;539 leerlingen VMBO vanaf leerjaar 3;(incl. 107 leerlingen LWOO), waarvan:;- 24% basisberoepsgerichte leerweg;- 33% kaderberoepsgerichte leerweg;- 14% gemengde leerweg;- 29% theoretische leerweg; ; ;24;VMBO b, VMBO (g)t, VWO;76;VMBO b/VMBO k, VMBO, VMBO (g)t/HAVO, HAVO/VWO;108,995974785448;4;VMBO-breed/HAVO/VWO;82;0;18;50;0;21;0;29;29;0;53;0;17;42;0;48;0;10;39;0;61;98;98;96;95;97;91,9184801212773;87,7222533973772;76,3053633217993;48,2612641508582;34,4558957778592;4;3;3;2;1;6,27115384615385;5,92033898305085;5,53851063829787;6,3231884057971;6,48899082568808;3;3;1;4;4;5,96181818181818;5,56610169491525;5,13176470588236;5,96666666666667;5,98970588235294;2;1;1;3;2;6,83529411764706;6,06101694915254;5,89375;6,41165048543689;6,37142857142857;3;2;1;5;4; ; ;4,91;6,23085106382979;6,25849056603774; ; ;1;3;3;6,51612903225806;6,31315789473684;5,54035087719298;7,01951219512195;7,15384615384615;5;4;2;5;5;6,28571428571429;6,0375;5,41468531468531;6,31472868217054;6,68648648648648;3;3;1;3;4; ; ;55; ; ;45;53; ; ;47;24;47;23;6;20;23;43;15
20AT;0;LWOO, VMBO, HAVO, VWO;2611 leerlingen;4 vestigingen;1658 leerlingen, waarvan:;- 41% in de eerste twee leerjaren;- 10% VMBO vanaf leerjaar 3;- 26% HAVO vanaf leerjaar 3;- 22% VWO vanaf leerjaar 3;-  1% in gemengd leerjaar 3;169 leerlingen VMBO vanaf leerjaar 3;(incl. 3 leerlingen LWOO), waarvan:;- 100% theoretische leerweg; ; ; ;School voor getalenteerde sporters (LOOT).; ;0;geen;100;VMBO (g)t/HAVO/VWO, HAVO/VWO;111,788617886179;5;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;0;3;51;33;13;21;39;23;13;5;41;29;30; ; ;97;100;100; ; ;65,0484250348392;52,385102802893;56,8776020485329; ; ;1;2;3; ; ;5,9588;5,94711729622267;5,99260504201681; ; ;2;2;2; ; ;5,76341463414634;5,7841059602649;5,9875; ; ;3;2;2; ; ;6,1212962962963;6,01290322580645;5,81392405063291; ; ;2;3;2; ; ;6,01772151898734;5,65314685314685;5,20377358490566; ; ;3;1;1; ; ;5,62142857142857;6,52727272727273;6,38409090909091; ; ;2;3;3; ; ;6,06708074534162;5,91746031746032;6,30731707317073; ; ;3;2;3; ; ; ; ; ; ; ; ; ; ;15;38;32;15;13;29;30;28
20AT;1;LWOO, VMBO, HAVO, VWO;2611 leerlingen;4 vestigingen;349 leerlingen, waarvan:;- 50% in de eerste twee leerjaren;- 50% VMBO vanaf leerjaar 3; ; ; ;176 leerlingen VMBO vanaf leerjaar 3;(incl. 23 leerlingen LWOO), waarvan:;- 100% theoretische leerweg; ; ; ; ; ;100;VMBO (g)t;0;geen;95,0342465753425;3;VMBO (g)t; ; ; ; ; ; ; ; ;0;39;54;5;2; ; ; ; ; ; ; ; ; ; ;98; ; ; ; ;74,42038015346; ; ; ; ;2; ; ; ; ;6,05833333333333; ; ; ; ;3; ; ; ; ;5,74705882352941; ; ; ; ;3; ; ; ; ;6,30689655172414; ; ; ; ;3; ; ; ; ;6,1135593220339; ; ; ; ;3; ; ; ; ;5,97647058823529; ; ; ; ;3; ; ; ; ;6,09241379310345; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
20AT;3;LWOO, VMBO, HAVO, VWO;2611 leerlingen;4 vestigingen;355 leerlingen, waarvan:;- 41% in de eerste twee leerjaren;- 59% VMBO vanaf leerjaar 3; ; ; ;211 leerlingen VMBO vanaf leerjaar 3;(incl. 106 leerlingen LWOO), waarvan:;- 37% basisberoepsgerichte leerweg;- 63% kaderberoepsgerichte leerweg; ; ; ; ;100;VMBO b, VMBO k;0;geen;107,931673728814;3;VMBO bk;77;10;13;24;17;48;0;10; ; ; ; ; ; ; ; ; ; ; ; ; ;100;100; ; ; ;86,1306570398718;90,1890511582464; ; ; ;3;4; ; ; ;6,12405660377358;6; ; ; ;2;3; ; ; ;5,65471698113208;5,82765957446809; ; ; ;1;3; ; ; ;6,79433962264151;6,64042553191489; ; ; ;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ;5,00909090909091;5,61764705882353; ; ; ;1;2; ; ; ;6,1875;5,67538461538461; ; ; ;3;2; ; ; ; ; ;17; ;55;28;17; ;57;26; ; ; ; ; ; ; ; 
20AT;4;LWOO, VMBO, HAVO, VWO;2611 leerlingen;4 vestigingen;249 leerlingen, waarvan:;- 100% in de eerste twee leerjaren; ; ; ; ; ; ; ; ; ; ; ; ;0;geen;100;VMBO;105,571503496503;3;VMBO-breed en VMBO-breed/HAVO;47;0;53;23;0;65;0;13;31;0;62;0;7; ; ; ; ; ; ; ; ;100;97;88; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
20BC;0;LWOO, VMBO, HAVO, VWO;2266 leerlingen;2 vestigingen;1431 leerlingen, waarvan:;- 37% in de eerste twee leerjaren;- 26% VMBO vanaf leerjaar 3;- 20% HAVO vanaf leerjaar 3;- 16% VWO vanaf leerjaar 3; ;370 leerlingen VMBO vanaf leerjaar 3;(incl. 2 leerlingen LWOO), waarvan:;- 100% theoretische leerweg; ; ; ; ; ;100;VMBO (g)t, HAVO, VWO;0;geen;92,0196212222074;2;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;0;0;79;1;21;25;0;66;3;6;28;3;70; ; ;90;94;100; ; ;77,5911932697882;36,0272104318813;36,903966077039; ; ;2;1;1; ; ;5,91802679658952;5,97882882882883;5,62617886178862; ; ;2;2;1; ; ;5,86985294117647;5,6298969072165;5,98441558441558; ; ;3;1;2; ; ;6,27668393782383;5,94326241134752;5,73376623376623; ; ;3;3;1; ; ;5,96349206349206;5,77469879518072;5,53018867924528; ; ;3;2;1; ; ;5,27583333333333;6,91666666666667;5,00161290322581; ; ;1;4;1; ; ;5,97178571428572;5,86028708133971;5,71619047619048; ; ;3;1;1;5,47857142857143;1; ; ; ; ; ; ; ; ;13;51;18;19;16;28;27;28
20BC;1;LWOO, VMBO, HAVO, VWO;2266 leerlingen;2 vestigingen;835 leerlingen, waarvan:;- 48% in de eerste twee leerjaren;- 52% VMBO vanaf leerjaar 3; ; ; ;438 leerlingen VMBO vanaf leerjaar 3;(incl. 118 leerlingen LWOO), waarvan:;- 54% basisberoepsgerichte leerweg;- 31% kaderberoepsgerichte leerweg;- 15% theoretische leerweg; ; ; ;0;geen;100;VMBO;115,860215053763;4;VMBO-breed en VMBO-breed/HAVO;92;0;8;56;0;24;0;20;78;0;22;0;0; ; ; ; ; ; ; ; ;96;92;100; ; ; ;78,1231438301885;89,1696979504535; ; ; ;2;4; ; ; ;5,82537878787879;6,19406779661017; ; ; ;1;3; ; ; ;5,67424242424242;5,8051282051282; ; ; ;1;3; ; ; ;6,04404761904762;6,075; ; ; ;2;3; ; ; ; ;6,07058823529412; ; ; ; ;3; ; ; ;5,52307692307692;6,21333333333333; ; ; ;2;4; ; ; ;5,78108108108108;6,49090909090909; ; ; ;3;5; ; ; ; ; ; ; ; ;40; ;15;45; ; ; ; ; ; ; ; 
20BH;0;LWOO, VMBO, HAVO, VWO;1359 leerlingen;2 vestigingen;768 leerlingen, waarvan:;- 32% in de eerste twee leerjaren;- 18% VMBO vanaf leerjaar 3;- 27% HAVO vanaf leerjaar 3;- 22% VWO vanaf leerjaar 3; ;140 leerlingen VMBO vanaf leerjaar 3, waarvan:;- 100% theoretische leerweg; ; ; ; ; ; ;11;VWO;89;VMBO (g)t/HAVO, HAVO/VWO;93,3870967741936;2;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;0;4;51;25;21;19;15;40;25;2;21;13;66; ; ;96;83;100; ; ;92,5662692878493;63,2372807731104;58,4216090098912; ; ;5;3;3; ; ;6,29568527918782;6,08052631578948;6,02459016393443; ; ;4;3;2; ; ;5,87241379310345;5,77454545454546;5,82121212121212; ; ;3;2;1; ; ;6,63457943925233;5,88936170212766;5,74745762711865; ; ;4;3;1; ; ;6,23333333333333;6,84705882352941;6,37741935483871; ; ;4;5;4; ; ;6,4235294117647;6,05882352941177;6,75; ; ;5;2;4; ; ;6,06494845360824;5,80147058823529;6,11882352941176; ; ;3;1;2; ; ; ; ; ; ; ; ; ; ;25;59;7;9;17;23;33;27
20BH;1;LWOO, VMBO, HAVO, VWO;1359 leerlingen;2 vestigingen;591 leerlingen, waarvan:;- 44% in de eerste twee leerjaren;- 56% VMBO vanaf leerjaar 3; ; ; ;333 leerlingen VMBO vanaf leerjaar 3;(incl. 152 leerlingen LWOO), waarvan:;- 50% basisberoepsgerichte leerweg;- 50% kaderberoepsgerichte leerweg; ; ; ; ;0;geen;100;VMBO b/VMBO k;86,409149290848;1;VMBO bk;56;3;41;7;5;38;10;40; ; ; ; ; ; ; ; ; ; ; ; ; ;100;100; ; ; ;89,2610711241032;82,6799954372086; ; ; ;3;3; ; ; ;6,27703703703704;6,08114035087719; ; ; ;3;3; ; ; ;5,9768115942029;5,84736842105263; ; ; ;2;3; ; ; ;7,07162162162162;6,49285714285715; ; ; ;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ;5,92790697674419;5,76428571428571; ; ; ;3;3; ; ; ;6,01643835616438;5,98305084745763; ; ; ;3;3; ; ; ; ; ;46; ;34;20;46; ;23;32; ; ; ; ; ; ; ; 
20BK;0;LWOO, VMBO, HAVO, VWO;2520 leerlingen;2 vestigingen;1639 leerlingen, waarvan:;- 37% in de eerste twee leerjaren;- 11% VMBO vanaf leerjaar 3;- 22% HAVO vanaf leerjaar 3;- 29% VWO vanaf leerjaar 3; ;183 leerlingen VMBO vanaf leerjaar 3;(incl. 2 leerlingen LWOO), waarvan:;- 100% theoretische leerweg; ; ; ;Op deze school is een internationale afdeling en wordt tweetalig onderwijs gegeven.; ;77;VMBO (g)t, HAVO, VWO;23;VMBO (g)t/HAVO, HAVO/VWO;100,519223277287;3;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;2;3;40;37;19;17;28;33;14;8;11;17;72; ; ;89;93;98; ; ;81,8807404836261;57,7638543030517;57,4867564077343; ; ;3;3;3; ; ;6,12887700534759;6,06907692307693;6,46550079491256; ; ;3;2;4; ; ;5,875;5,93684210526316;6,215; ; ;3;3;3; ; ;6,20672268907563;5,78965517241379;6,281875; ; ;3;2;3; ; ;5,93636363636364;6,09493670886076;6,3936170212766; ; ;3;3;4; ; ;6,34782608695652;6,65490196078431;5,83255813953488; ; ;4;3;2; ; ;6,05789473684211;6,16108374384236;6,79700854700854; ; ;3;3;4;6,05625;3; ; ; ; ; ; ; ; ;13;43;23;21;9;27;28;36
20BK;1;LWOO, VMBO, HAVO, VWO;2520 leerlingen;2 vestigingen;881 leerlingen, waarvan:;- 56% in de eerste twee leerjaren;- 44% VMBO vanaf leerjaar 3; ; ; ;391 leerlingen VMBO vanaf leerjaar 3;(incl. 213 leerlingen LWOO), waarvan:;- 40% basisberoepsgerichte leerweg;- 42% kaderberoepsgerichte leerweg;-  2% gemengde leerweg;- 16% theoretische leerweg;Op deze school is een internationale schakelklas.; ;100;VMBO b, VMBO k, VMBO (g)t;0;geen;109,091992740249;3;VMBO-breed en VMBO-breed/HAVO;65;19;16;10;16;33;19;22;60;23;18;0;0; ; ; ; ; ; ; ; ;83;78;91; ; ;72,9905437541782;81,7468115302282;94,6637961253035; ; ;1;3;5; ; ;5,94279475982532;5,87777777777778;6,196875; ; ;2;2;3; ; ;5,8671875;5,8962962962963;5,91842105263158; ; ;2;3;3; ; ;6,04363636363637;6,30322580645161;6,5; ; ;2;3;4; ; ; ; ;6,02068965517242; ; ; ; ;3; ; ;6,04;5,55714285714286;6,14230769230769; ; ;3;2;4; ; ;5,97733333333333;5,66231884057971;6,34107142857143; ; ;3;2;4; ; ; ; ;21; ;37;43;25; ;44;31; ; ; ; ; ; ; ; 
20BQ;0;VMBO, HAVO, VWO;1516 leerlingen;1 vestiging;1516 leerlingen, waarvan:;- 40% in de eerste twee leerjaren;- 13% VMBO vanaf leerjaar 3;- 28% HAVO vanaf leerjaar 3;- 19% VWO vanaf leerjaar 3; ;193 leerlingen VMBO vanaf leerjaar 3, waarvan:;- 100% theoretische leerweg; ; ; ; ; ; ;56;VMBO (g)t, VWO;44;HAVO/VWO;105,679399965114;4;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;0;0;78;0;22;27;4;65;1;3;32;4;64; ; ;97;99;100; ; ;92,7122416884907;48,2723905349005;55,5122202727308; ; ;4;2;3; ; ;6,27413249211357;5,8991570073762;6,00939044481055; ; ;3;1;2; ; ;6,16262626262626;5,89929577464789;5,9725; ; ;3;3;2; ; ;6,42802547770701;5,56548672566372;5,8373417721519; ; ;3;1;2; ; ;6,18547008547009;5,87625;6,22560975609756; ; ;3;2;3; ; ;6,25238095238095;6,05555555555556;6,28529411764706; ; ;4;2;3; ; ;6,27151162790698;6,1664;5,91407035175879; ; ;3;3;1; ; ; ; ; ; ; ; ; ; ;17;49;23;11;16;28;40;16
20BV;0;VWO;949 leerlingen;1 vestiging;949 leerlingen, waarvan:;- 40% in de eerste twee leerjaren;- 60% VWO vanaf leerjaar 3; ; ; ; ; ; ; ; ; ; ; ;100;VWO;0;geen;98,3333333333333;3;VWO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;99; ; ; ; ;96; ; ; ; ;62,2621681667373; ; ; ; ;3; ; ; ; ;6,53931623931624; ; ; ; ;4; ; ; ; ;6,57931034482758; ; ; ; ;4; ; ; ; ;6,75204081632653; ; ; ; ;5; ; ; ; ;6,45588235294117; ; ; ; ;4; ; ; ; ;6,53809523809524; ; ; ; ;3; ; ; ; ;6,49898648648649; ; ; ; ;3;6,20420168067227;3; ; ; ; ; ; ; ; ; ; ; ; ;28;16;26;30
20CF;0;VWO;894 leerlingen;1 vestiging;894 leerlingen, waarvan:;- 41% in de eerste twee leerjaren;- 59% VWO vanaf leerjaar 3; ; ; ; ; ; ; ; ; ; ; ;100;VWO;0;geen;98,8860544217687;3;VWO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;6;94; ; ; ; ;95; ; ; ; ;73,1183934666083; ; ; ; ;4; ; ; ; ;6,51054977711739; ; ; ; ;4; ; ; ; ;6,44404761904762; ; ; ; ;4; ; ; ; ;6,7515625; ; ; ; ;5; ; ; ; ;6,30975609756098; ; ; ; ;3; ; ; ; ;6,13666666666667; ; ; ; ;3; ; ; ; ;6,50434782608696; ; ; ; ;3;6,07586206896552;3; ; ; ; ; ; ; ; ; ; ; ; ;14;16;36;34
20CI;0;VWO;1273 leerlingen;1 vestiging;1273 leerlingen, waarvan:;- 37% in de eerste twee leerjaren;- 63% VWO vanaf leerjaar 3; ; ; ; ; ; ; ; ; ; ; ;100;VWO;0;geen;99,8595505617977;3;VWO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;3;97; ; ; ; ;99; ; ; ; ;71,7572522009714; ; ; ; ;4; ; ; ; ;6,66236760124609; ; ; ; ;5; ; ; ; ;6,55621890547263; ; ; ; ;4; ; ; ; ;6,87601476014761; ; ; ; ;5; ; ; ; ;6,30833333333333; ; ; ; ;3; ; ; ; ;6,95222222222222; ; ; ; ;5; ; ; ; ;6,74044943820225; ; ; ; ;4;6,26875;3; ; ; ; ; ; ; ; ; ; ; ; ;7;21;37;36
20CJ;0;LWOO, VMBO, HAVO, VWO;1502 leerlingen;3 vestigingen;578 leerlingen, waarvan:;- 30% in de eerste twee leerjaren;- 38% HAVO vanaf leerjaar 3;- 32% VWO vanaf leerjaar 3; ; ; ; ; ; ; ; ; ; ;100;VMBO (g)t, HAVO, VWO;0;geen;99,6875;3;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;10;81;0;10;16;32;53; ; ; ;79;95; ; ;81;54,6832806449317;55,5829385950013; ; ;3;3;3; ; ;5,48036809815951;5,97711213517665;6,10103092783505; ; ;1;2;2; ; ;5,97647058823529;5,97549019607843;5,49259259259259; ; ;3;3;1; ; ;5,9232;5,32045454545454;5,84130434782609; ; ;1;1;2; ; ;5,09756097560975;5,8561403508772;6,18709677419355; ; ;1;2;3; ; ;5,2225352112676;5,99672131147541;5,86363636363636; ; ;1;2;2; ; ;5,06829268292683;6,69265536723164;6,52586206896552; ; ;1;5;3; ; ; ; ; ; ; ; ; ; ;17;51;20;12;22;37;22;19
20CJ;4;LWOO, VMBO, HAVO, VWO;1502 leerlingen;3 vestigingen;584 leerlingen, waarvan:;- 21% in de eerste twee leerjaren;- 79% VMBO vanaf leerjaar 3; ; ; ;460 leerlingen VMBO vanaf leerjaar 3;(incl. 190 leerlingen LWOO), waarvan:;- 59% basisberoepsgerichte leerweg;- 41% kaderberoepsgerichte leerweg; ; ; ; ;100;VMBO b, VMBO k;0;geen;95,0367647058824;2;VMBO bk;57;11;32;15;10;45;25;5; ; ; ; ; ; ; ; ; ; ; ; ; ;98;99; ; ; ;43,3285804187327;90,9969604499451; ; ; ;1;3; ; ; ;6,18576642335766;5,8883870967742; ; ; ;3;2; ; ; ;6,02682926829268;5,96491228070175; ; ; ;2;3; ; ; ;6,54920634920635;6,12682926829268; ; ; ;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;5,37692307692308;5,11020408163265; ; ; ;1;1; ; ; ;6,18315789473684;5,75031055900621; ; ; ;3;2; ; ; ; ; ;25; ;45;30;29; ;41;29; ; ; ; ; ; ; ; 
20CJ;11;LWOO, VMBO, HAVO, VWO;1502 leerlingen;3 vestigingen;340 leerlingen, waarvan:;- 59% in de eerste twee leerjaren;- 41% VMBO vanaf leerjaar 3; ; ; ;140 leerlingen VMBO vanaf leerjaar 3, waarvan:;- 100% gemengde leerweg; ; ; ; ; ; ;100;VMBO b, VMBO k, VMBO (g)t;0;geen;104,044117647059;3;VMBO-breed en VMBO-breed/HAVO; ; ; ; ; ; ; ; ;12;21;44;18;6; ; ; ; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
20CK;0;VWO;850 leerlingen;1 vestiging;850 leerlingen, waarvan:;- 43% in de eerste twee leerjaren;- 57% VWO vanaf leerjaar 3; ; ; ; ; ; ; ; ; ; ; ;100;VWO;0;geen;100,031112493889;4;VWO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;91; ; ; ; ;95; ; ; ; ;73,7243159476663; ; ; ; ;4; ; ; ; ;6,74565756823822; ; ; ; ;5; ; ; ; ;6,49896907216495; ; ; ; ;4; ; ; ; ;7,00060606060606; ; ; ; ;5; ; ; ; ;6,54307692307692; ; ; ; ;4; ; ; ; ;6,31730769230769; ; ; ; ;3; ; ; ; ;7,11245421245421; ; ; ; ;5;5,93564356435644;2; ; ; ; ; ; ; ; ; ; ; ; ;25;15;35;25
20CL;0;VMBO, HAVO, VWO;862 leerlingen;1 vestiging;862 leerlingen, waarvan:;- 40% in de eerste twee leerjaren;- 18% VMBO vanaf leerjaar 3;- 30% HAVO vanaf leerjaar 3;- 12% VWO vanaf leerjaar 3; ;154 leerlingen VMBO vanaf leerjaar 3, waarvan:;- 100% theoretische leerweg; ; ; ; ; ; ;47;VMBO (g)t, VWO;53;VMBO (g)t/HAVO, HAVO/VWO;94,9583538566987;3;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;0;0;65;18;17;10;30;33;21;6;20;37;43; ; ;97;88;100; ; ;81,2895809744003;49,9454246957238; ; ; ;3;2; ; ; ;5,94297082228117;5,79646464646464; ; ; ;2;1; ; ; ;5,67846153846154;5,61818181818182; ; ; ;2;1; ; ; ;6,32183908045977;5,46666666666667; ; ; ;3;1; ; ; ;5,75737704918033;5,74347826086957; ; ; ;2;1; ; ; ;5,56444444444444;6,0015625; ; ; ;2;2; ; ; ;6,00102040816327;6,04444444444444; ; ; ;3;2; ; ; ; ; ; ; ; ; ; ; ;10;49;35;6; ; ; ; 
